issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,9,2 year,...cation has been primarily designed as a **2 year** programme for learners in years 10 and ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"The instruction explicitly states not to report hyphenation issues, and '2 year programme' is understandable without a hyphen."
1,12,ageabilitybody,"...cycle including:<br>personal, including:**ageabilitybody** imagefamilyfriendssocio economic status...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple words are merged together due to a PDF conversion error, requiring spaces for readability."
2,12,imagefamilyfriendssocio,"...:<br>personal, including:ageabilitybody **imagefamilyfriendssocio** economic statusgenderexperiences, inclu...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple words are merged together due to a PDF conversion error, requiring spaces for readability."
3,12,statusgenderexperiences,"...tybody imagefamilyfriendssocio economic **statusgenderexperiences**, including:educationcommunitypeersoppor...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple words are merged together due to a PDF conversion error, requiring spaces for readability."
4,12,educationcommunitypeersopportunities,"...omic statusgenderexperiences, including:**educationcommunitypeersopportunities**, including:accessinclusionlocationfacil...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple words are merged together due to a PDF conversion error, requiring spaces for readability."
5,12,accessinclusionlocationfacilities,"...ncommunitypeersopportunities, including:**accessinclusionlocationfacilities**. | | 1.1.2<br>Socio-cultural factors th...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple words are merged together due to a PDF conversion error, requiring spaces for readability."
6,12,individualsequal,...d inclusion including:differences among **individualsequal** access to opportunitiesdiscriminationid...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple words are merged together due to a PDF conversion error, requiring spaces for readability."
7,12,opportunitiesdiscriminationidentity,...rences among individualsequal access to **opportunitiesdiscriminationidentity** and culture including:cultural normsrel...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple words are merged together due to a PDF conversion error, requiring spaces for readability."
8,12,normsreligious,...identity and culture including:cultural **normsreligious** beliefspersonal valuessense of belongin...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple words are merged together due to a PDF conversion error, requiring spaces for readability."
9,12,beliefspersonal,...lture including:cultural normsreligious **beliefspersonal** valuessense of belongingstereotypesmedi...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple words are merged together due to a PDF conversion error, requiring spaces for readability."
10,12,valuessense,...cultural normsreligious beliefspersonal **valuessense** of belongingstereotypesmedia including:...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,Words are merged due to PDF-to-text conversion; a space is required between 'values' and 'sense'.
11,12,belongingstereotypesmedia,...eligious beliefspersonal valuessense of **belongingstereotypesmedia** including:promotion of events and campa...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,Multiple words are merged due to PDF-to-text conversion; spaces and commas are required to separate list items.
12,12,campaignscoverageeducationrole,...media including:promotion of events and **campaignscoverageeducationrole** models including:attitudes             ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,Multiple words are merged due to PDF-to-text conversion; spaces and commas are required to separate list items.
13,14,waterrole,"...uding carbohydrates, fats, proteins and **waterrole** of nutrition in preventing physical hea...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,Words are merged due to PDF-to-text conversion; a space and comma are required between 'water' and 'role'.
14,14,diabetesthe,"...eart disease, hypertension, obesity and **diabetesthe** impact of nutrition on mental health an...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,Words are merged due to PDF-to-text conversion; a space and comma are required between 'diabetes' and 'the'.
15,14,makingdietary,"...lf-confidence, self-esteem and decision **makingdietary** requirements for health and fitnessdiet...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,Words are merged due to PDF-to-text conversion; a space and comma are required between 'making' and 'dietary'.
16,14,fitnessdietary,...kingdietary requirements for health and **fitnessdietary** requirements for different sports and p...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,Words are merged due to PDF-to-text conversion; a space and comma are required between 'fitness' and 'dietary'.
17,14,activitiesimportance,"...ments for different sports and physical **activitiesimportance** of hydration, including the impact of d...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,Words are merged due to PDF-to-text conversion; a space and comma are required between 'activities' and 'importance'.
18,14,functioningenergy,...cardiorespiratory systems and cognitive **functioningenergy** balance. |  {15}-----------------------...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,Words are merged due to PDF-to-text conversion; a space and comma are required between 'functioning' and 'energy'.
19,16,ll,...w twitch muscle fibres (type l and type **ll**) and understand their function in a var...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Type ll' is a correct and common abbreviation for Type II muscle fibres in a scientific context.
20,17,focusadherencesatisfactionwellbeingmonitoring,...fidence and motivation including:mental **focusadherencesatisfactionwellbeingmonitoring** achievements.                          ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple words have been merged into a single token due to PDF conversion, requiring separation and punctuation."
21,17,theoryCognitive,...on and performance including:Inverted U **theoryCognitive** and somatic anxietyStress management te...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,Two distinct terms have been merged into a single token due to PDF conversion.
22,17,anxietyStress,...:Inverted U theoryCognitive and somatic **anxietyStress** management techniques including:mindful...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,Two distinct terms have been merged into a single token due to PDF conversion.
23,17,feedbackthe,"...on, memory, decision making, output and **feedbackthe** types of feedback including:intrinsic a...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,Two distinct words have been merged into a single token due to PDF conversion.
24,17,extrinsicknowledge,...pes of feedback including:intrinsic and **extrinsicknowledge** of results and knowledge of performance...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,Two distinct terms have been merged into a single token due to PDF conversion.
25,17,performancepositive,"...icknowledge of results and knowledge of **performancepositive** and negativewhen, how and why appropria...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,Two distinct words have been merged into a single token due to PDF conversion.
26,17,negativewhen,"...nd knowledge of performancepositive and **negativewhen**, how and why appropriate feedback shoul...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,Two distinct words have been merged into a single token due to PDF conversion.
27,21,agilitybalancecardiovascular,...pecific to their activity including:<br>**agilitybalancecardiovascular** endurancecoordinationflexibilitymuscula...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple words have been merged into a single token due to PDF conversion, requiring separation and punctuation."
28,21,endurancecoordinationflexibilitymuscular,...luding:<br>agilitybalancecardiovascular **endurancecoordinationflexibilitymuscular** endurancepowerreaction timespeedstrengt...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple words have been merged into a single token due to PDF conversion, requiring separation and punctuation."
29,21,endurancepowerreaction,...ndurancecoordinationflexibilitymuscular **endurancepowerreaction** timespeedstrength.Learners should be ab...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple words have been merged into a single token due to PDF conversion, requiring separation and punctuation."
30,21,timespeedstrength,...xibilitymuscular endurancepowerreaction **timespeedstrength**.Learners should be able to measure and ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,Multiple words have been incorrectly merged into a single token due to PDF conversion.
