issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,9,pseudo code,"...  | |                         | • using **pseudo code**, design and document the following rout...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"The term 'pseudo code' is a widely accepted and correct technical term in computer science, often written as two words."
1,9,verificationdata,...e following routines:<br>validation and **verificationdata** handling and processingauthenticationpr...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'verification' and 'data' have been merged due to a parsing error; they should be separated.
2,9,processingauthenticationprocessingUser,...ation and verificationdata handling and **processingauthenticationprocessingUser** interface designs | Learners should be ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"Multiple distinct terms ('processing', 'authentication', 'processing User') have been merged into a single word due to a parsing error."
3,9,pseudo code,...ners should be familiar with the use of **pseudo code** and must refrain from using any Python ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"The term 'pseudo code' is a widely accepted and correct technical term in computer science, often written as two words."
4,12,selectionsequence,...(conditional and count controlled loops)**selectionsequence**                                        ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The terms 'selection' and 'sequence' have been merged due to a parsing error; they should be separated as distinct programming constructs.
5,12,fileread,"...e basic file handling, including:open a **fileread** from a file into a variableread from a ...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'file' and 'read' have been merged due to a parsing error; they should be separated.
6,12,variableread,...ding:open a fileread from a file into a **variableread** from a file into a list (which function...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'variable' and 'read' have been merged due to a parsing error; they should be separated.
7,12,filewrite,... other programming languages)write to a **filewrite** to a file from a list (which function s...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'file' and 'write' have been merged due to a parsing error; they should be separated.
8,13,windowsframeswidgetsbuttonsgeometry,"...3 built in Tkinter libraries, including:**windowsframeswidgetsbuttonsgeometry** managers | Tkinter needs to be imported...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,Multiple distinct Tkinter components have been merged into a single word due to a parsing error.
9,19,',...s<br>including Inside the CPU: Unplugged**'** and a card activity to<br>introduce the...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"The `&#x27;` is a valid HTML entity for a single quote, and the tool is incorrectly flagging the character itself rather than a potential missing opening quote for the title."
10,20,th,... Activity 1<br>Instruct lea<br>solution **th**<br>internation<br>implement<br>capital ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,This is a truncation of 'that' due to PDF-to-text conversion within a table cell.
11,20,perspectiv,...         | The pre-re<br>exploration<br>**perspectiv**<br>develop in<br>and persp<br>environme...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,This is a truncation of 'perspective' due to PDF-to-text conversion within a table cell.
12,20,persp,...tion<br>perspectiv<br>develop in<br>and **persp**<br>environmen      | | 2.3.1<br>Impleme...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,This is a truncation of 'perspectives' due to PDF-to-text conversion within a table cell.
13,20,environmen,...erspectiv<br>develop in<br>and persp<br>**environmen**      | | 2.3.1<br>Implementation    | L...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,This is a truncation of 'environmental' due to PDF-to-text conversion within a table cell.
14,21,meets,... To consider programming solutions that **meets** a set of requirements.                 ...,PassCode.LTC,ErrorCategory.ABSOLUTE_GRAMMATICAL_ERROR,100,The verb 'meets' should be 'meet' to agree with the plural subject 'programming solutions'.
15,21,dice,"...ame. For example,<br>randomisation of a **dice** roll, rock/paper/scissors. Games<br>tha...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"'Dice roll' is a commonly accepted phrase, and 'dice' can be used as both singular and plural, making the usage here acceptable."
16,34,groupwork,"... with different ideas and  By promoting **groupwork** to implement and solve problems, this c...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,"'Groupwork' is an acceptable compound noun, often used as a single word, particularly in educational contexts."
