issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,6,frac,... Higher Tier  Area of a trapezium =  $$\**frac**{1}{2}(a+b)h$$  ![](_page_5_Picture_2.jp...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The highlighted text 'frac' is an artifact of the PDF-to-markdown conversion, misinterpreting a LaTeX command."
1,6,h$$,...rea of a trapezium =  $$\frac{1}{2}(a+b)**h$$**  ![](_page_5_Picture_2.jpeg)  ### Volum...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The highlighted text 'h$$' is an artifact of the PDF-to-markdown conversion, misinterpreting a LaTeX command."
2,6,cross section,"...e.g. Prism, Cylinder)  Volume = area of **cross section**  $\times$  length  ![](_page_5_Picture_...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"The compound noun 'cross section' is acceptable as two words in this context, and hyphenation is a stylistic choice."
3,6,frac,...icture_5.jpeg)  Volume of a sphere =  $\**frac**{4}{3}\pi r^3$ Surface area of a sphere ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The highlighted text 'frac' is an artifact of the PDF-to-markdown conversion, misinterpreting a LaTeX command."
4,6,frac,...5_Picture_7.jpeg)  Volume of a cone  $=\**frac**{1}{3}\pi r^2 h$ Curved surface area of ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The highlighted text 'frac' is an artifact of the PDF-to-markdown conversion, misinterpreting a LaTeX command."
5,6,h$,... Volume of a cone  $=\frac{1}{3}\pi r^2 **h$** Curved surface area of a cone  $=\pi rl...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The highlighted text 'h$' is an artifact of the PDF-to-markdown conversion, misinterpreting a LaTeX command."
6,6,rl$,...h$ Curved surface area of a cone  $=\pi **rl$**   ![](_page_5_Picture_9.jpeg)  In any t...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The highlighted text 'rl$' is an artifact of the PDF-to-markdown conversion, misinterpreting a LaTeX command."
7,6,frac,"...)  In any triangle ABC,  Sine rule:  $$\**frac**{a}{\sin A} = \frac{b}{\sin B} = \frac{c...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The highlighted text 'frac' is an artifact of the PDF-to-markdown conversion, misinterpreting a LaTeX command."
8,6,frac,"...ABC,  Sine rule:  $$\frac{a}{\sin A} = \**frac**{b}{\sin B} = \frac{c}{\sin C}$$  **Cosi...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The highlighted text 'frac' is an artifact of the PDF-to-markdown conversion, misinterpreting a LaTeX command."
9,6,frac,...$\frac{a}{\sin A} = \frac{b}{\sin B} = \**frac**{c}{\sin C}$$  **Cosine rule**:  $a^2 = ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The highlighted text 'frac' is an artifact of the PDF-to-markdown conversion, misinterpreting a LaTeX command."
10,6,$a,...= \frac{c}{\sin C}$$  **Cosine rule**:  **$a**^2 = b^2 + c^2 - 2bc \cos A$   Area of t...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The highlighted text is part of a mathematical formula correctly formatted in LaTeX.
11,6,A$,...ne rule**:  $a^2 = b^2 + c^2 - 2bc \cos **A$**   Area of triangle =  $\frac{1}{2}ab\si...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The highlighted text is part of a mathematical formula correctly formatted in LaTeX.
12,6,frac,...2 - 2bc \cos A$   Area of triangle =  $\**frac**{1}{2}ab\sin C$   ![](_page_5_Picture_14...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The highlighted text is a LaTeX command used correctly within a mathematical formula.
13,6,C$,... Area of triangle =  $\frac{1}{2}ab\sin **C$**   ![](_page_5_Picture_14.jpeg)  ### The...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The highlighted text is part of a mathematical formula correctly formatted in LaTeX.
14,6,$ax,...e Quadratic Equation  The solutions of  **$ax**^2 + bx + c = 0$  where  $a \ne 0$  are ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The highlighted text is part of a mathematical formula correctly formatted in LaTeX.
15,6,$a,...lutions of  $ax^2 + bx + c = 0$  where  **$a** \ne 0$  are given by  $x = \frac{-b \pm...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The highlighted text is part of a mathematical formula correctly formatted in LaTeX.
16,6,ne,...ons of  $ax^2 + bx + c = 0$  where  $a \**ne** 0$  are given by  $x = \frac{-b \pm \sq...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The highlighted text is a LaTeX command used correctly within a mathematical formula.
17,6,$x,...c = 0$  where  $a \ne 0$  are given by  **$x** = \frac{-b \pm \sqrt{b^2 - 4ac}}{2a}$  ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The highlighted text is part of a mathematical formula correctly formatted in LaTeX.
18,6,frac,...  where  $a \ne 0$  are given by  $x = \**frac**{-b \pm \sqrt{b^2 - 4ac}}{2a}$   {7}----...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The highlighted text is a LaTeX command used correctly within a mathematical formula.
19,7,$x$,"...| (a) | Form an expression, in terms of **$x$** , for the perimeter of this rectangle. ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The highlighted text is a mathematical variable correctly formatted in LaTeX.
20,7,$x$,"...| |     | Form an equation, in terms of **$x$** .<br>Solve your equation to find the va...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The '$x$' is a mathematical variable correctly used in the context of an equation.
21,7,$x$,...olve your equation to find the value of **$x$** .<br>You must show all your working. | ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The '$x$' is a mathematical variable correctly used in the context of an equation.
22,9,Issa,...--------------|---------------------| | **Issa** measures the distance between Fishguard...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,"'Issa' is a proper noun, likely a person's name, and is correctly used and capitalized."
23,12,',...---------------|-----|---------------|  **'**One player's height and mass don't follo...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"`&#x27;` is an HTML entity for a single quote, indicating a parsing error from the PDF conversion."
24,25,Examin,...ns correct to 2 decimal places. | [3] | **Examin**<br>only | |-----|----------------------...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"'Examin' is an incomplete word, resulting from a line break in 'Examiner only' due to PDF parsing."
25,32,B0 B0,...k<br>Unsupported correct answer implies **B0 B0** B1.<br>Award B1B1B0 for a final answer ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'B0 B0' is a specific marking code used in the mark scheme and is not a linguistic error.
26,32,imes,...etween Fishguard to Courtown=)<br>$5.6 	**imes** 2 000 000 	ext{ ÷ } 100 000$ or equival...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"`	imes` is a LaTeX command for the multiplication symbol, incorrectly parsed as a word."
