issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,4,Gobind,...d for refusing to convert to Islam)Guru **Gobind** Singh (instructed Sikhs to wear the tur...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,Gobind is a correct proper noun as part of 'Guru Gobind Singh'.
1,4,',...| Unit 3 (3.5a) has been corrected from **'**What makes us human and related medical ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The HTML entity '&#x27;' is a parsing artifact for a single quote.
2,4,',"...dical ethics: Buddhist perspectives' to **'**Roles, rights and responsibilities: huma...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The HTML entity '&#x27;' is a parsing artifact for a single quote.
3,12,believeWhy,"...sts, religious pluralists and agnostics **believeWhy** some believe in a god or gods and ident...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The words 'believe' and 'Why' are merged due to a PDF conversion error and should be separated.
4,12,religiousWhat,...elieve in a god or gods and identify as **religiousWhat** atheists and humanists believeWhy some ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The words 'religious' and 'What' are merged due to a PDF conversion error and should be separated.
5,12,believeWhy,...as religiousWhat atheists and humanists **believeWhy** some people do not believe in a god or ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The words 'believe' and 'Why' are merged due to a PDF conversion error and should be separated.
6,12,transcendenthumans,...nating from God: Genesis 2:7eternal and **transcendenthumans** possess rationality and free will but h...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The words 'transcendent' and 'humans' are merged due to a PDF conversion error and should be separated, likely with a comma."
7,12,Creedthe,...stianity found within:<br>the Apostle's **Creedthe** Lord's Prayer.                         ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The words 'Creed' and 'the' are merged due to a PDF conversion error and should be separated, likely with a comma or semicolon."
8,15,Godgiving,...tices:<br>committing a person's body to **Godgiving** thanks to God for that person's lifecel...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The words 'God' and 'giving' are merged due to a PDF conversion error and should be separated, likely with a semicolon or comma."
9,15,lifecelebrating,...dgiving thanks to God for that person's **lifecelebrating** and remembering the life of the decease...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,"The words 'life' and 'celebrating' are merged due to a PDF conversion error and should be separated, likely with a semicolon."
10,15,deceasedusing,...brating and remembering the life of the **deceasedusing** signs and symbols to express a deeper m...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,A space is missing between 'deceased' and 'using' due to a PDF parsing error.
11,15,meaningshowing,...g signs and symbols to express a deeper **meaningshowing** the link between this life and Christia...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,A space is missing between 'meaning' and 'showing' due to a PDF parsing error.
12,15,blackprayers,"...ces:<br>use of symbols, such as wearing **blackprayers** recited for the deceased.Christian fune...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,A space is missing between 'black' and 'prayers' due to a PDF parsing error.
13,15,servicefuneral,"...d.Christian funeral practices:<br>vigil **servicefuneral** service – prayers, hymns and eulogyburi...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,A space is missing between 'service' and 'funeral' due to a PDF parsing error.
14,15,eulogyburial,"...icefuneral service – prayers, hymns and **eulogyburial** or cremation and the rite of committal....",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,A space is missing between 'eulogy' and 'burial' due to a PDF parsing error.
15,15,communitya,"... such as:<br>belonging to a worshipping **communitya** shared sense of purpose, direction and ...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,A space is missing between 'community' and 'a' due to a PDF parsing error.
16,15,devotionlearning,...ommitment to God as an act of religious **devotionlearning** more about Christian figures by visitin...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,A space is missing between 'devotion' and 'learning' due to a PDF parsing error.
17,15,livesfollowing,...by visiting sites associated with their **livesfollowing** in the footsteps of key figures in Chri...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,A space is missing between 'lives' and 'following' due to a PDF parsing error.
18,15,Christianityexperiencing,...wing in the footsteps of key figures in **Christianityexperiencing** a sense of communitypilgrimage sites ma...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,A space is missing between 'Christianity' and 'experiencing' due to a PDF parsing error.
19,15,communitypilgrimage,... in Christianityexperiencing a sense of **communitypilgrimage** sites may be associated with miracles.T...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,A space is missing between 'community' and 'pilgrimage' due to a PDF parsing error.
20,15,PembrokeshireTaizé,"...an pilgrimage:<br>St David's Cathedral, **PembrokeshireTaizé**.Christian identity and belonging expres...",PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The two distinct place names 'Pembrokeshire' and 'Taizé' have been incorrectly merged into a single word due to a PDF extraction error.
21,18,transcendenthumans,...ating from God; Genesis 2:7immortal and **transcendenthumans** possess rationality and free will but h...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The adjective 'transcendent' and the noun 'humans' have been incorrectly merged into a single word due to a PDF extraction error.
22,18,Creedthe,...ic beliefs and teachings:<br>the Nicene **Creedthe** Lord's prayer.The importance of the Bib...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The definite article 'the' has been incorrectly merged with the preceding noun 'Creed' due to a PDF extraction error.
23,18,encyclicalsCatechism,...important texts in daily life:<br>Papal **encyclicalsCatechism** of the Catholic Church.                ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The two distinct items in a list, 'Papal encyclicals' and 'Catechism of the Catholic Church', have been incorrectly merged due to a PDF extraction error."
24,20,preceptsspiritual,...as Aquinas' Natural Law – the 5 primary **preceptsspiritual** growth and transformation as essential ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The two distinct items in a list, 'precepts' and 'spiritual growth', have been incorrectly merged into a single word due to a PDF extraction error."
25,20,Godgiving,...tices:<br>committing a person's body to **Godgiving** thanks to God for that person's lifecel...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The two distinct actions in a list, 'God' and 'giving thanks', have been incorrectly merged into a single word due to a PDF extraction error."
26,20,lifecelebrating,...dgiving thanks to God for that person's **lifecelebrating** and remembering the life of the decease...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The two distinct actions in a list, 'life' and 'celebrating', have been incorrectly merged into a single word due to a PDF extraction error."
27,20,deceasedusing,...brating and remembering the life of the **deceasedusing** signs and symbols to express a deeper m...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The two distinct actions in a list, 'deceased' and 'using signs', have been incorrectly merged into a single word due to a PDF extraction error."
28,20,meaningshowing,...g signs and symbols to express a deeper **meaningshowing** the link between this life and Catholic...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"The two distinct actions in a list, 'meaning' and 'showing the link', have been incorrectly merged into a single word due to a PDF extraction error."
