issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,8,matter matter,...h depend on each other for survival   - **matter matter** and the way it behaves defines our univ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,This is an OCR artifact where a key term or heading has been duplicated at the start of its definition.
1,8,forces forces,...s our universe and shapes our lives   - **forces forces** and energy provide a foundation for und...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,This is an OCR artifact where a key term or heading has been duplicated at the start of its definition.
2,14,cellsthe,...ade of cells including plant and animal **cellsthe** function of the following parts of a ce...,PassCode.LTC,ErrorCategory.PARSING_ERROR,98,The words 'cells' and 'the' have been incorrectly merged during PDF-to-text conversion.
3,14,membranecytoplasmnucleusmitochondriacell,...n of the following parts of a cell:cell **membranecytoplasmnucleusmitochondriacell** wallchloroplastvacuole.Learners should ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,98,Multiple terms in a list have been incorrectly merged into a single string due to PDF-to-text conversion errors.
4,14,wallchloroplastvacuole,...embranecytoplasmnucleusmitochondriacell **wallchloroplastvacuole**.Learners should be able to:<br>prepare ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,98,Multiple terms in a list have been incorrectly merged into a single string due to PDF-to-text conversion errors.
5,14,microscopeview,...r>prepare slides for use with the light **microscopeview** slides of animal and plant cellsdraw an...,PassCode.LTC,ErrorCategory.PARSING_ERROR,98,The words 'microscope' and 'view' have been incorrectly merged during PDF-to-text conversion.
6,14,cellsdraw,...croscopeview slides of animal and plant **cellsdraw** and label diagrams of plant and animal ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,98,The words 'cells' and 'draw' have been incorrectly merged during PDF-to-text conversion.
7,14,organismsthe,... cells are specialised in multicellular **organismsthe** levels of organisation within organisms...,PassCode.LTC,ErrorCategory.PARSING_ERROR,98,The words 'organisms' and 'the' have been incorrectly merged during PDF-to-text conversion.
8,16,catalyststhat,...ld know:<br>that enzymes are biological **catalyststhat** enzymes are proteins.Learners should un...,PassCode.LTC,ErrorCategory.PARSING_ERROR,98,The words 'catalysts' and 'that' have been incorrectly merged during PDF-to-text conversion.
9,16,workthe,...a simple model to interpret how enzymes **workthe** effect of temperature and pH on enzyme ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,98,The words 'work' and 'the' have been incorrectly merged during PDF-to-text conversion.
10,16,respirationthat,...Learners should know:<br>the purpose of **respirationthat** cells use energy in the form of ATP mol...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'respiration' and 'that' have been incorrectly merged during text extraction.
11,16,respirationthe,...of ATP molecules that are formed during **respirationthe** word equations for aerobic and anaerobi...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'respiration' and 'the' have been incorrectly merged during text extraction.
12,16,humansthat,...or aerobic and anaerobic respiration in **humansthat** respiration reactions are catalysed by ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'humans' and 'that' have been incorrectly merged during text extraction.
13,16,respirationwhy,...fferences between aerobic and anaerobic **respirationwhy** anaerobic respiration is less efficient...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'respiration' and 'why' have been incorrectly merged during text extraction.
14,21,levelsthat,... the transfer of energy between trophic **levelsthat** an ecosystem refers to the interactions...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'levels' and 'that' have been incorrectly merged during text extraction.
15,21,chainhow,...ansfer between trophic levels in a food **chainhow** food webs can be used to display overla...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'chain' and 'how' have been incorrectly merged during text extraction.
16,21,$Ar$,"...the relative atomic mass of an element, **$Ar$** .                                      ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'$Ar$' is a correctly formatted chemical symbol for relative atomic mass.
17,21,$Mr$,"...e relative formula mass of a substance, **$Mr$**<br>• what is meant by the Avogadro numb...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'$Mr$' is a correctly formatted chemical symbol for relative formula mass.
18,21,numberthat,...c table are arranged in order of atomic **numberthat** the periodic table contains groups and ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'number' and 'that' have been incorrectly merged during text extraction.
19,21,periodshow,... the periodic table contains groups and **periodshow** the electronic structure of an element ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'periods' and 'how' have been incorrectly merged during text extraction.
20,21,tablethat,...relates to its position in the periodic **tablethat** elements in the same group have similar...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'table' and 'that' have been merged due to a PDF conversion error.
21,21,propertiesthat,...in the same group have similar chemical **propertiesthat** there are trends in the physical proper...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'properties' and 'that' have been merged due to a PDF conversion error.
22,21,groupthat,...ical properties of elements in the same **groupthat** metals are found on the left and in the...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'group' and 'that' have been merged due to a PDF conversion error.
23,21,sidethe,... table and non-metals on the right-hand **sidethe** general properties of metals and non-me...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'side' and 'the' have been merged due to a PDF conversion error.
24,21,non-metalsthat,...idethe general properties of metals and **non-metalsthat** elements between the metals and non-met...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,The words 'non-metals' and 'that' have been merged due to a PDF conversion error.
