issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,12,but,... used that is beyond the defined content** but** that fulfils the task requirements.  | ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"The conjunction 'but' correctly connects two dependent clauses, and no comma is grammatically required."
1,15,outside of,... some works will contain words that are **outside of** the vocabulary lists; in this case teac...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The phrase 'outside of' is grammatically correct and commonly used in British English.
2,15,but,... used that is beyond the defined content** but** that fulfils the task requirements.  | ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"The conjunction 'but' correctly connects two dependent clauses, and no comma is grammatically required."
3,19,but,... used that is beyond the defined content** but** that fulfils the task requirements.  | ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"The conjunction 'but' correctly connects two dependent clauses, and no comma is grammatically required."
4,22,centres,...aterials.  The task will be released to **centres** each year in March prior to the summer ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'Centres' is the correct British English spelling and is appropriate for WJEC documentation.
5,25,todo,"..., each), otro/a/os/as (other, another), **todo**/a/os/as (all, every), mismoa/os/as (sam...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'todo/a/os/as' is a correctly presented Spanish grammatical term within a list of Spanish vocabulary.
6,25,"a,","...smoa/os/as (same), algún, alguna/os/as (**a,** an,some, any), ningún, ninguna/os/as (n...",PassCode.LTC,ErrorCategory.PARSING_ERROR,90,"A space is missing after the comma, causing 'an,some' to appear as a single word, which is an OCR artifact."
7,25,"an,","...a/os/as (same), algún, alguna/os/as (a, **an,**some, any), ningún, ninguna/os/as (no, n...",PassCode.LTC,ErrorCategory.PARSING_ERROR,90,"A space is missing after the comma, causing 'an,some' to appear as a single word, which is an OCR artifact."
8,26,anymore,"...era (not even)<br>ya no (no longer, not **anymore**)                                       ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"'Anymore' is an acceptable spelling in British English, particularly in negative contexts, and is correctly used here as part of a translation."
9,26,"the,","... form with the definite article: al (to **the,** at the), del<br>(of the, from the)<br>p...",PassCode.LTC,ErrorCategory.PARSING_ERROR,90,"A space is missing after the comma, causing 'the, at' to appear as a single word, which is an OCR artifact."
10,26,"the,","...rticle: al (to the, at the), del<br>(of **the,** from the)<br>prepositions of place: al ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,The comma is correctly used to separate items in a list of definitions within a table cell.
11,26,(,"...informal), él (he), ella (she),<br>usted**(**you –<br>singular formal), nosotros (we)...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"The parenthesis is correctly used to enclose an explanation within a table cell, and its flagging is a parsing artifact."
