issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,11,a,...re grammatical elements.  - *1. Hoy voy **a** ir a la fiesta de Marina.* - 2. *Fui de...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The word 'a' is a correct Spanish preposition within the provided example sentence.
1,13,vistas,...ene un comedor grande y una piscina con **vistas** del mar.*  - 1. There is a parc/beach/t...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The word 'vistas' is a correct Spanish noun meaning 'views' in the context of the example sentence.
2,15,tr,...                  |  | | <table><tbody><**tr**><td>Cognates from the extract</td><td>F...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"'tr' is an HTML tag for a table row, which is a parsing artifact from the PDF conversion."
3,15,tr,...miliar words from the extract</td></tr><**tr**><td>What have I understood from the ext...,PassCode.LTC,ErrorCategory.PARSING_ERROR,100,"'tr' is an HTML tag for a table row, which is a parsing artifact from the PDF conversion."
4,16,Spanish speaking,...cus on cultural aspects of<br>Spain and **Spanish speaking** countries:<br>https://www.bbc.co.uk/bit...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"'Spanish speaking' is an acceptable unhyphenated compound adjective, and hyphenation suggestions are to be treated as false positives per instructions."
5,16,categorise,...>This activity could also be adapted to **categorise** items into<br>healthy and unhealthy foo...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'categorise' is a correct British English spelling.
6,17,Spanish speaking,...es or minority communities in Spain and **Spanish speaking** countries:  - <https://www.youtube.com/...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"'Spanish speaking' is an acceptable unhyphenated compound adjective, and hyphenation suggestions are to be treated as false positives per instructions."
7,18,Spanish speaking,...atch?v=j9pfs3Q8KgQ> (Video recommending **Spanish speaking** YouTubers)  Listening to these genres f...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"'Spanish speaking' is an acceptable unhyphenated compound adjective, and hyphenation suggestions are to be treated as false positives per instructions."
8,20,Youtube,...panish-speaking world. For example:  - [**Youtube**.com](https://www.youtube.com/) - [Duoli...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,95,The proper noun and brand name should be capitalized as 'YouTube'.
9,23,Spanish speaking,...ous types of family structures in Spain/**Spanish speaking** countries/communities and identifying w...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"'Spanish speaking' is an acceptable unhyphenated compound adjective, and hyphenation suggestions are to be treated as false positives per instructions."
10,23,Spanish speaking,...nterview from the LGBTQ+ community in a **Spanish speaking** country where they talk about their exp...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"The unhyphenated form 'Spanish speaking' is acceptable as a compound adjective and does not create ambiguity, aligning with the instruction to not report hyphenation issues."
11,27,el mundo,...ortante para tener más oportunidades en **el mundo** de trabajo. Comunicar con otros en su i...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'el mundo' is a correctly used Spanish phrase within a Spanish example sentence.
12,27,Spanish speaking,...with companies/businesses/people in the **Spanish speaking** world.  ### Listening  {28}------------...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,95,"The unhyphenated form 'Spanish speaking' is acceptable as a compound adjective and does not create ambiguity, aligning with the instruction to not report hyphenation issues."
13,32,key words,...ptions. Encourage learners to underline **key words** in the questions or key elements such a...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"'Key words' is an acceptable two-word form, and the single-word 'keywords' is a stylistic preference, not an absolute error."
